Frequency (Hz),RT60 (s)
50,0.7204307327773335
63,0.37287981547564747
80,0.7622026656115146
100,0.7024551062346243
125,0.6639845560825163
250,1.5255027987369418
500,0.7367441853698588
1000,0.5426998051239316
2000,0.5705104904619374
4000,0.6022716381788799
8000,0.5430335284629663
12000,0.4184916231126803
16000,0.36069494539146935
