Frequency (Hz),RT60 (s)
50,0.6583541666666666
63,0.6630208333333333
80,0.5930833333333334
100,0.5808333333333333
125,0.5307291666666667
250,0.5355625
500,0.5875833333333333
1000,0.545125
2000,0.5844583333333333
4000,0.632125
8000,0.6529375000000001
12000,0.6653541666666667
16000,0.6739791666666666
