Frequency (Hz),RT60 (s)
50,0.9513125000000001
63,0.958
80,0.9380624999999999
100,0.9472083333333332
125,0.9366666666666666
250,0.9151666666666667
500,0.8601666666666666
1000,0.7852708333333334
2000,0.7201666666666667
4000,0.8867916666666666
8000,0.9413958333333333
12000,0.9586875
16000,0.9690624999999999
