Frequency (Hz),RT60 (s)
50,0.8340416666666666
63,0.8502083333333335
80,0.8012083333333334
100,0.7932708333333334
125,0.7437291666666667
250,0.6894583333333333
500,0.75225
1000,0.7541875
2000,0.7651041666666667
4000,0.8363958333333333
8000,0.857
12000,0.87375
16000,0.8804375
