Frequency (Hz),RT60 (s)
50,1.2565833333333334
63,1.2626041666666667
80,1.2182083333333333
100,1.1455625
125,1.0812708333333332
250,0.8942916666666667
500,0.7509166666666667
1000,0.7711041666666667
2000,0.5800416666666667
4000,0.8625833333333334
8000,1.1016458333333334
12000,1.1828125
16000,1.217625
