Frequency (Hz),RT60 (s)
50,0.6656167546451696
63,0.7854968736591564
80,0.6388271752365424
100,1.1344443653482708
125,1.0818233781038213
250,1.0228460719076555
500,0.7685592475905865
1000,0.6712522248930821
2000,0.5407373372815744
4000,0.6018899083363954
8000,0.5283848626963763
12000,0.3952003260088682
16000,0.3307224602798211
