Frequency (Hz),RT60 (s)
50,0.888625
63,0.9161666666666668
80,0.9384375
100,0.8916041666666665
125,0.9006458333333334
250,0.7444999999999999
500,0.8740208333333332
1000,0.9066874999999999
2000,0.8977499999999999
4000,0.9391458333333333
8000,0.95275
12000,0.9659375
16000,0.9745833333333334
