Frequency (Hz),RT60 (s)
50,0.7685833333333334
63,0.7773541666666667
80,0.7491875
100,0.7047916666666667
125,0.6926458333333333
250,0.67075
500,0.6895
1000,0.6716666666666666
2000,0.7110000000000001
4000,0.7158333333333333
8000,0.702375
12000,0.7278541666666667
16000,0.7426666666666667
