Frequency (Hz),RT60 (s)
50,0.5704583333333334
63,0.5888958333333334
80,0.5734583333333334
100,0.5602916666666666
125,0.5484166666666667
250,0.5471874999999999
500,0.5057083333333333
1000,0.5039791666666666
2000,0.50325
4000,0.5339166666666667
8000,0.5628333333333333
12000,0.5714583333333334
16000,0.5809583333333334
