Frequency (Hz),RT60 (s)
50,0.8454698119839116
63,0.8009844329093042
80,1.3095883521097007
100,1.5279171586491616
125,1.6804998472043806
250,1.3697425271155155
500,0.9704803844383084
1000,0.5939653386888512
2000,0.5469578058540833
4000,0.6079418142317695
8000,0.4536018486932101
12000,0.3391501209634699
16000,0.2845948861598434
