Frequency (Hz),RT60 (s)
50,0.84575
63,0.8348333333333333
80,0.848875
100,0.73675
125,0.663125
250,0.5742083333333333
500,0.5125416666666667
1000,0.56075
2000,0.6799583333333333
4000,0.7035625000000001
8000,0.6451041666666667
12000,0.7601875
16000,0.8090833333333334
