Frequency (Hz),RT60 (s)
50,0.8058752298764531
63,0.5102992076935744
80,1.352351008397396
100,0.46915262753643355
125,0.41657939135377015
250,1.3421728951956626
500,0.5833797855710912
1000,0.3609664977558325
2000,1.692986756959693
4000,1.1596631464978953
8000,0.3784249906229715
12000,0.3232933745918479
16000,0.28198411927524614
