Frequency (Hz),RT60 (s)
50,0.7863958333333334
63,0.7824791666666666
80,0.7666041666666666
100,0.751875
125,0.7274583333333333
250,0.4811875
500,0.5652083333333333
1000,0.5793125
2000,0.6531875
4000,0.6418541666666666
8000,0.6428541666666667
12000,0.7026041666666667
16000,0.7284166666666666
