Frequency (Hz),RT60 (s)
50,1.2505625
63,1.2536041666666669
80,1.2406666666666666
100,1.2214166666666668
125,1.1723750000000002
250,1.1481458333333334
500,1.0401875
1000,1.0152083333333333
2000,0.9923541666666666
4000,1.1345
8000,1.211125
12000,1.2430833333333333
16000,1.25875
