Frequency (Hz),RT60 (s)
50,0.9175
63,0.9635625
80,0.9913125
100,0.9754375
125,0.9790416666666667
250,0.9564791666666665
500,0.9678541666666667
1000,0.9518541666666667
2000,0.9618125
4000,0.9732916666666667
8000,1.0144166666666665
12000,1.0446458333333335
16000,1.0600625000000001
