Frequency (Hz),RT60 (s)
50,15.16922562120384
63,0.6918138555998832
80,1.0765896396409833
100,1.5595295926854462
125,1.32079304591812
250,1.2688459755449357
500,0.8510356295791643
1000,0.5502130509590947
2000,0.44239906267549145
4000,24.57774603808292
8000,0.44779865123003987
12000,0.33674446664314384
16000,0.28281636909648417
