Frequency (Hz),RT60 (s)
50,0.8600625
63,0.8577708333333333
80,0.8296874999999999
100,0.8223125
125,0.8094166666666667
250,0.6886458333333333
500,0.6583333333333333
1000,0.4808958333333333
2000,0.5535
4000,0.6816666666666666
8000,0.7668125000000001
12000,0.8143333333333334
16000,0.8333333333333334
