Frequency (Hz),RT60 (s)
50,1.1513125
63,1.15475
80,1.1505625
100,1.1267916666666669
125,1.0763541666666667
250,1.0930416666666667
500,0.9793333333333333
1000,1.0318958333333335
2000,0.9177916666666666
4000,1.02425
8000,1.1155833333333331
12000,1.1452708333333335
16000,1.159
