Frequency (Hz),RT60 (s)
50,0.6872916666666666
63,0.7432708333333333
80,0.7336666666666667
100,0.712125
125,0.6715625
250,0.6651875
500,0.6475
1000,0.6923333333333332
2000,0.6637708333333333
4000,0.5998958333333333
8000,0.6483958333333334
12000,0.6885416666666666
16000,0.7055416666666666
