Frequency (Hz),RT60 (s)
50,0.6472916666666666
63,0.6481875
80,0.6508541666666667
100,0.62
125,0.598
250,0.5456041666666667
500,0.48412499999999997
1000,0.5619375
2000,0.6131666666666666
4000,0.6218125
8000,0.5750625
12000,0.5718333333333334
16000,0.6126875
