Frequency (Hz),RT60 (s)
50,0.7778750000000001
63,0.7618541666666667
80,0.7136666666666667
100,0.6921666666666666
125,0.6682708333333334
250,0.7143333333333334
500,0.6328958333333333
1000,0.50975
2000,0.5161041666666666
4000,0.5835208333333333
8000,0.6797291666666667
12000,0.7240625
16000,0.7391875
