Frequency (Hz),RT60 (s)
50,0.6325753760093062
63,0.4730847085525596
80,0.607017715279031
100,0.8700781965111163
125,0.6962699205681829
250,0.6661668718957188
500,0.6748103269754828
1000,0.577205850757218
2000,0.6440317947145061
4000,0.6659025473999245
8000,0.5173760641822671
12000,0.40202140014928955
16000,0.3573903427845469
