Frequency (Hz),RT60 (s)
50,0.44182917371566666
63,0.43664583333333334
80,0.34161933765946734
100,0.43656249999999996
125,0.41372916666666665
250,0.2988124999999999
500,0.17160416666666667
1000,0.39127083333333335
2000,0.18533333333333335
4000,0.30162500000000003
8000,0.3548541666666666
12000,0.41539583333333335
16000,0.45197916666666665
