Frequency (Hz),RT60 (s)
50,0.4193541666666667
63,0.46687500000000004
80,0.49849999999999994
100,0.49108333333333337
125,0.48912500000000003
250,0.49354166666666666
500,0.49762500000000004
1000,0.49462500000000004
2000,0.5069166666666667
4000,0.5118958333333333
8000,0.5323125000000001
12000,0.5450625
16000,0.5579166666666667
