Frequency (Hz),RT60 (s)
50,17.484025127311305
63,2.3901853542253653
80,1.758888183164268
100,1.2079117274389213
125,1.013094651570937
250,0.9463064641319534
500,1.1190337908399919
1000,1.4049035302423258
2000,1.6570915000999293
4000,0.9776519906771766
8000,1.0151538553250374
12000,0.9068403250815812
16000,0.9743087755353932
