Frequency (Hz),RT60 (s)
50,1.4557653899110354
63,1.1915046855930091
80,2.593897070835437
100,2.313782178274433
125,2.1639285845662934
250,2.1894355150690985
500,1.563881700420532
1000,0.7739639704338765
2000,0.7669774748169987
4000,0.807938900447483
8000,0.6081854442260957
12000,0.3791768431574177
16000,0.31419307272869207
