Frequency (Hz),RT60 (s)
50,0.17740815052316758
63,0.2056187957131036
80,0.29220281572140433
100,0.4223958333333334
125,0.4609375
250,0.4529375
500,0.45368749999999997
1000,0.4647291666666667
2000,0.4590416666666667
4000,0.46072916666666663
8000,0.46366666666666667
12000,0.4564166666666667
16000,0.42414583333333333
