Frequency (Hz),RT60 (s)
50,0.7032916666666666
63,0.7217916666666666
80,0.703125
100,0.678125
125,0.6474166666666668
250,0.593125
500,0.61725
1000,0.6295208333333333
2000,0.6347499999999999
4000,0.6899583333333332
8000,0.7097916666666666
12000,0.7231666666666666
16000,0.729375
