Frequency (Hz),RT60 (s)
50,0.6762291666666667
63,0.6956458333333333
80,0.6833125
100,0.6761458333333333
125,0.6575208333333333
250,0.6282708333333333
500,0.5986875
1000,0.5780833333333334
2000,0.591375
4000,0.6405416666666667
8000,0.6604583333333333
12000,0.6715208333333333
16000,0.6805833333333333
