Frequency (Hz),RT60 (s)
50,0.571125
63,0.5390625
80,0.5269583333333333
100,0.4833333333333333
125,0.4865833333333333
250,0.5377708333333333
500,0.47593749999999996
1000,0.39743750000000005
2000,0.3996041666666667
4000,0.43233333333333335
8000,0.4370625
12000,0.5430416666666666
16000,0.5647291666666667
