Frequency (Hz),RT60 (s)
50,6.881019738836523
63,0.4823855787003608
80,1.1512763391483098
100,1.997816732881659
125,2.122156397468015
250,2.007700065872213
500,1.1915085182725407
1000,0.8840504076313169
2000,0.611628117075312
4000,0.4137163452320522
8000,0.34523131820853215
12000,0.2950515915020552
16000,0.267262445533189
