Frequency (Hz),RT60 (s)
50,0.6449331670589193
63,0.7021723943450157
80,1.2350084205718759
100,1.5344996115113496
125,1.0189712694862145
250,0.650178566264862
500,0.5362519460221838
1000,0.4313900065335239
2000,0.40358590176681325
4000,0.5282569459818465
8000,0.4169909445926718
12000,0.3160773437589778
16000,0.2640254502852212
