Frequency (Hz),RT60 (s)
50,1.1753991069499161
63,0.9929440332967893
80,1.3879996450968046
100,1.1081094233631446
125,0.8886850599534004
250,0.8767797572702105
500,0.8734035665047674
1000,0.4882681575860829
2000,0.5270074220448326
4000,0.6088278837678137
8000,0.4938827354756322
12000,0.35357381987958164
16000,0.2746158245463095
