Frequency (Hz),RT60 (s)
50,0.839625
63,0.8629791666666667
80,0.8062916666666665
100,0.7891041666666667
125,0.8123749999999998
250,0.7625416666666667
500,0.733
1000,0.6300208333333334
2000,0.6374375000000001
4000,0.7003333333333333
8000,0.7816041666666667
12000,0.8166874999999999
16000,0.8351666666666666
