Frequency (Hz),RT60 (s)
50,0.7756041666666668
63,0.7660625
80,0.7555208333333333
100,0.7189791666666667
125,0.7076874999999999
250,0.7078958333333334
500,0.6586666666666667
1000,0.6111041666666667
2000,0.6407291666666667
4000,0.6973750000000001
8000,0.6873958333333333
12000,0.7282708333333333
16000,0.7439583333333333
