Frequency (Hz),RT60 (s)
50,0.739068459989486
63,0.6590560154166759
80,0.8348438664808041
100,0.7284389839718379
125,0.6561540446476956
250,0.6145181563083606
500,0.44995203688434804
1000,0.5438964090722336
2000,0.652632798232391
4000,0.6984996995420242
8000,0.5736103223073333
12000,0.4295300400956637
16000,0.361832285395137
