Frequency (Hz),RT60 (s)
50,0.5135416666666666
63,0.5620208333333334
80,0.5925625000000001
100,0.5823750000000001
125,0.5917291666666666
250,0.5900000000000001
500,0.5924166666666666
1000,0.5921666666666667
2000,0.6016041666666667
4000,0.6072500000000001
8000,0.6249166666666666
12000,0.6437083333333333
16000,0.6604375
